Unnamed: 0,S&P500_Close,Crude Oil_Close,Silver_Close,Iron_Close,Natural Gas_Close,NYSE Composite_Close,Chinese Yuan_Close,Canadian Dollar_Close,Euro_Close,VIX_Close,Interest Rate 10y_Close,Interest Rate 30y_Close,Gold_Close
2010-10-14,1173.81005859375,82.69000244140625,24.41699981689453,148.7899932861328,3.6570000648498535,7546.58984375,0.1502403765916824,0.9969095587730408,1.3967260122299194,19.8799991607666,2.494999885559082,3.8980000019073486,1376.699951171875
2010-10-15,1176.18994140625,81.25,24.27199935913086,146.0,3.5350000858306885,7520.60009765625,0.1505253314971923,0.9957184195518494,1.4072020053863523,19.030000686645508,2.575999975204468,3.999000072479248,1371.0999755859375
2010-10-18,1184.7099609375,83.08000183105469,24.39699935913086,143.07000732421875,3.430999994277954,7571.10009765625,0.1508068144321441,0.9872642755508424,1.3964334726333618,19.09000015258789,2.490999937057495,3.927000045776367,1371.199951171875
2010-10-19,1165.9000244140625,79.48999786376953,23.763999938964844,140.9199981689453,3.513000011444092,7423.64990234375,0.1507340669631958,0.9831584692001344,1.3935922384262085,20.6299991607666,2.4749999046325684,3.901999950408936,1335.0999755859375
2010-10-20,1178.1700439453125,81.7699966430664,23.847999572753903,142.8800048828125,3.5390000343322754,7523.81005859375,0.1507249772548675,0.9680542349815368,1.3739094734191897,19.790000915527344,2.470000028610229,3.888000011444092,1343.300048828125
2010-10-21,1180.260009765625,80.55999755859375,23.12299919128418,143.2899932861328,3.368000030517578,7515.669921875,0.1505910754203796,0.9781864285469056,1.3963165283203125,19.270000457763672,2.5309998989105225,3.940000057220459,1324.699951171875
2010-10-22,1183.0799560546875,81.69000244140625,23.125,143.9199981689453,3.3320000171661377,7522.91015625,0.1506296247243881,0.9747538566589355,1.3916915655136108,18.780000686645508,2.562999963760376,3.937000036239624,1324.4000244140625
2010-10-25,1185.6199951171875,82.5199966430664,23.54400062561035,145.0,3.316999912261963,7546.3798828125,0.1503985524177551,0.9739943146705629,1.3944084644317627,19.850000381469727,2.553999900817871,3.9070000648498535,1338.300048828125
2010-10-26,1185.6400146484375,82.55000305175781,23.823999404907227,145.1300048828125,3.3540000915527344,7530.7998046875,0.1504166573286056,0.9809691905975342,1.3948947191238403,20.21999931335449,2.635999917984009,3.99399995803833,1338.0
2010-10-27,1182.449951171875,81.94000244140625,23.39800071716309,144.5,3.2920000553131104,7480.8701171875,0.1503420174121856,0.9769441485404968,1.3854252099990845,20.709999084472656,2.711999893188477,4.040999889373779,1322.199951171875
2010-10-28,1183.780029296875,82.18000030517578,23.871000289916992,144.0,3.890000104904175,7504.85009765625,0.1499385237693786,0.9727247357368468,1.377808928489685,20.8799991607666,2.6610000133514404,4.053999900817871,1342.0999755859375
2010-10-29,1183.260009765625,81.43000030517578,24.559999465942383,147.5,4.038000106811523,7513.35009765625,0.1497790813446045,0.9727247357368468,1.377808928489685,21.200000762939453,2.611999988555908,4.0,1357.0999755859375
2010-11-01,1184.3800048828125,82.94999694824219,24.54800033569336,146.0,3.8320000171661377,7509.2099609375,0.1501343697309494,0.982221782207489,1.397506833076477,21.82999992370605,2.628000020980835,4.017000198364258,1350.199951171875
2010-11-02,1193.5699462890625,83.9000015258789,24.832000732421875,152.0,3.869999885559082,7582.14013671875,0.1496356427669525,0.9874593019485474,1.3910914659500122,21.56999969482422,2.594000101089477,3.934000015258789,1356.4000244140625
2010-11-03,1197.9599609375,84.69000244140625,24.43199920654297,153.5,3.8359999656677246,7608.41015625,0.1499565094709396,0.991276741027832,1.4036072492599487,19.559999465942383,2.61899995803833,4.063000202178955,1337.0999755859375
2010-11-04,1221.06005859375,86.48999786376953,26.03899955749512,156.5,3.8559999465942383,7782.43017578125,0.1500329971313476,0.99167001247406,1.4127286672592163,18.520000457763672,2.483999967575073,4.044000148773193,1382.699951171875
2010-11-05,1225.8499755859375,86.8499984741211,26.74399948120117,158.25,3.937000036239624,7800.66015625,0.1503239572048187,0.9975759387016296,1.422798991203308,18.26000022888184,2.5360000133514404,4.125999927520752,1397.300048828125
2010-11-08,1223.25,87.05999755859375,27.42799949645996,161.5,4.0879998207092285,7782.2001953125,0.1504709720611572,1.0002000331878662,1.407578468322754,18.290000915527344,2.562999963760376,4.138000011444092,1402.800048828125
2010-11-09,1213.4000244140625,86.72000122070312,28.902000427246094,162.0,4.210000038146973,7702.31005859375,0.1498980671167373,0.9957184195518494,1.3869625329971311,19.07999992370605,2.6589999198913574,4.25,1409.800048828125
